,ratingscore,reviewdescription,sentiment_score,sentiment_label,Date
699,3,Creí que la condición de la batería estaría al 100%. Sin embargo se encuentra al 94%. Cabe recalcar que todo lo demás excelente.,-0.5574,Negative,2023-09-02
700,4,Sound quality  goodValue for money goodScreen perfectCamera super likeCharging poor battery doesn't lastPerformance good,-0.1546,Negative,2023-01-13
701,3,"I have used this phone for about 1 week now, in a case, with a screen protector. I dropped it once, it fell on my desk surface from a height of less than a foot and the glass cracked. I can only assume it was refurbished with inferior glass. Otherwise, the phone works likes new.",0.0258,Neutral,2023-06-26
702,5,"Previously I ordered renewed premium iPhone 13 Mini 256gb and ended with I had to return it. Didn’t worth the money what I paid it for renewed premium. This time, I bought “renewed” iPhone 13 Mini 512gb. Delivered very quick and it is beautiful iPhone with no scratches and blemishes. Battery is full. Cameras lens are good. As far as I can say; I am happy and it meets my expectations as I wanted. If I need another iPhone I will buy it again from this seller.",0.8807,Positive,2023-08-08
703,1,"Ok so I recently bought this phone for excellent condition and it came with a few tiny scuffs on the screen and back glass, there were scratches on the bottom of the frame, I didn't really mind since I'll use a phone case, but then I realized that the screen was popping out a teeny tiny bit, when I push it in, it comes back out, I have no idea what's wrong, i don't know if the battery is inflating, but then later on while using the phone, the screen goes white and green, it's somewhat transparent but this has pissed me off so hopefully i get a full refund after returning it.",-0.7238,Negative,2023-03-14
704,5,"It was a real pain in the neck finding something compatible with our new provider.  I must have ordered and returned 3 phones before we found one that worked, despite what the product subscription said. Thank goodness for Amazon's return policy.  This is hubby's replacement for a Samsung we bought in 2008.  It does what we want.  And hubby is no longer out of date.  We bought it refurbished and it looked brand new.",0.0772,Positive,2023-09-09
705,3,"Camera is like glitchy / frame by frame slow. Idk what’s good but it’s a refurbished phone so. Otherwise works fine, good price. Satisfied for sure",0.9392,Positive,2023-08-20
706,3,Es la segunda ocasión que compro un celular y no funciona bien el audio y el micrófono parece que tiene problemas de fabricación y se calienta como que fuera a explotar cuando se hace video llamadas,-0.296,Negative,2023-04-15
707,5,Thanks 4 trying to get this phone out to me on my bday it said it was goin come on a WEDNESDAY my bday was on Tuesday sent you a message and it was out 4 a delivery TUESDAY!I missed the delivery because I didn’t know it was goin to require a signature but I appreciate you trying to get it out!I love this my 14 pro max SO FAR && UNLOCKED!!!! 😁💯,0.9164,Positive,2023-11-21
708,3,Se ve veía bien excepto lo de la foto ni lo prendí,0.0,Neutral,2023-04-08
709,3,"Battery life not as advertised. So, the item was returned.  Other than that, it seemed nice.",0.4215,Positive,2023-07-31
710,3,I bought two used white IPhone 12’s and one of them you can’t use any of the apps on the top part of the screen. The top part of the screen won’t respond to touch. I reached out them for an exchange and they want me ship it back and wanted me to pay for the shipping. The other IPhone 12 works perfectly.,0.7964,Positive,2023-08-08
711,4,"This phone is so cute, I love her. only thing is the battery health is low and the screen is a little hard to press",0.7985,Positive,2023-12-21
712,3,"the condition itself isn’t really a problem it’s just that it was described as excellent and came in with a small crack, a scratch, the edges pretty badly beat up. and a battery health of 82. i’m sure the battery part isn't included in general quality since it is gonna come with any used phone. but just wanted to add it.",0.2625,Positive,2023-11-19
713,2,"The phone will only hold a charge for 15- 20 minutes, even if left on the charger throughout the night.",0.0,Neutral,2023-05-14
714,3,"To be honest, for the money it’s not bad, but it did some with a significant flaw that might cause me issues later, it’s hard to explain but the screen honestly looks like it was glued to the phone and the top right corner is not aligned with the phone, I.e it’s popping out of the back of the phone and can clip my finger if I’m not careful. The edges of the phone are white such as with glue. Again for 380 it’s not bad, works perfectly fine, but that is an issue. Also the battery life is 88%, it holds a charge relatively well.",0.9386,Positive,2023-07-20
715,5,Like everything about the phhone,0.3612,Positive,2023-07-31
716,5,I am super happy with what I got. I got the product red iPhone 12 with 64GB. I knew I was taking a risk buying refurbished. I would recommend this to anyone looking to buy a budget iPhone. It came in 4 days and it had no scratches and was absolutely flawless. It has an 88% battery capacity.,0.8858,Positive,2023-02-03
717,3,"The renewed premium iphone XR left me disappointed because the device didn't live up to expectations. The battery life was subpar, barely lasting a day with regular use. Although there was no noticeable cosmetic wear, it has a shade in one of the corner. The camera is decent. I would say go for new one as it fails to meet the standards one would expect from Apple.",-0.7964,Negative,2023-08-04
718,1,The battery health is like 74% and is not keeping charge. These little details should have been posted so I know not to buy it. And I’m really disappointed.,-0.2247,Negative,2023-11-26
719,4,"Works well, no bugs",-0.0258,Neutral,2023-09-16
720,1,"I tried contacting the seller. No Response. No sim card tray holder came with the phone. I then order a compatible one for this phone on amazon. Then the phone did not recognize the new sim card at all. Attempted to reset network settings and troubleshoot the ""no sim error."" Made iOS software updates and the phone still didn't recognize the sim. The same sim card worked in a different phones and ipads, but not in this phone. It appears that it may be a physical internal sim card error without opening it. I am returning the phone. On top of all this the phone arrived two days late. This is unacceptable type of quality product and service coming out of amazon.com.",-0.8126,Negative,2023-10-09
721,4,I didn't use face or finger print reader.,0.0,Neutral,2023-02-15
722,2,I had to throw it away my son was so disappointed 😢 I also got angry I wasted my money,-0.8883,Negative,2023-07-08
723,3,"Auricular dañado, debo hablar por el altavo.",0.0,Neutral,2023-07-13
724,4,"Iphone is nice & works great! very minor wear too. Price was justified...But The form factor is too small for me, i like bigger phones",0.8655,Positive,2023-10-01
725,2,Battery health was poor,-0.4767,Negative,2023-02-06
726,2,"La batería no me parecía estar en buen estado,(88%) hice devolución y compré en apple uno nuevo por solo $100 usd más !El estado físico del teléfono si estaba muy bien.",-0.3595,Negative,2023-07-13
727,1,Mejor comprar nuevo,0.0,Neutral,2023-07-22
728,3,"We tried to activate an AT&T prepaid-card, and the company informed us that the phone had a register plan with them in another person's name.  That was odd.Thank God it worked with another company.",0.2732,Positive,2023-11-12
729,3,The phone was shipped promptly and well packaged. Work well so far. The screen has big scratches highly visible that according to the description of the condition of the phone purchased were not supposed to be there.,0.4939,Positive,2023-11-08
730,4,The phone looks good but wasn’t able to activate True Tone. I guess the screen was replaced at some point. The battery is at 88%.Overall it’s ok.,0.8151,Positive,2023-04-11
731,1,"When I got it the battery completely out of battery not even 1•/• left. I bought this iPhone13 mini first was very good, after 2 months starting to go crazy after 3 months it’s very crazy not connecting to Wi-Fi keeps on and off, not connecting to 2 selfie stick, and Q4 stabilization, can’t update apple link, I call apple they send me the link so they can’t help me out but not showing the link. Lots things started to happen. I call Amazon and message the seller they not good customer service they said it’s my Wi-Fi & selfie stick fault nothing wrong with the phone all my fault. They don’t want to do anything with it. Now I still waiting to see what happens next :(  I very sad that the seller do everything to avoid the iPhone. I learned my lessons  :(",-0.9079,Negative,2023-06-06
732,1,"Tried to have this phone turned on with my provider. They told me that it had been ""blacklisted"" because it was stolen.",-0.4939,Negative,2023-06-06
733,4,"I liked the timeframe in which my iPhone arrived, and its spectacular in design, the durability and over looks and performance.",0.4215,Positive,2023-09-16
734,5,Good value,0.6486,Positive,2023-01-11
735,4,The delivery is very fast. The cell phone looks terrific. The product has a cell phone cover but a bit dirty. It will be great if the seller can clean the cell phone before selling to the customers.,0.8126,Positive,2023-01-25
736,1,just got this phone 4 months ago and the battery won't hold a charge. I could have bought a new one for only a little bit more. never buy again and did not read the reviews or ratings for seller until now 65% was my fault and they only had warranty for 90 days. I have insurance on it so I will get a new one dont buy from this seller,-0.4019,Negative,2023-02-11
737,5,"Compramos 2 celulares, vinieron en perfectas condiciones, están barbaros! Cargan bien y rinde un 99% la bateria.",0.2244,Positive,2023-06-20
738,2,bought excellent condition and it arrives without the tray…its a huge setback,0.4094,Positive,2023-04-27
739,4,"I received the product on time, as stated, and it was in almost perfect condition besides a few light scratches and dings in the phone's body. The battery health was at 88%, which disappointed me a bit since many reviewers had gotten lucky and received higher percentages, but I do understand that not everyone will get the same. But other than the battery health, I am satisfied with the phone and would buy from the seller (Networkstore) again.",0.6959,Positive,2023-10-07
740,3,Not worth the moneyAndroid phone better value,0.5624,Positive,2023-11-08
741,2,"The iPhone did arrive on time, and it looks like it’s in decent condition so far. The issue is the charging cord is lacking the plug that insert into the wall outlet. We’re not sure how you would charge the phone, unless you go out and buy another charging cord with the USB end to plug in. It’s lacking for the price of the phone…",0.1376,Positive,2023-12-31
742,5,Better condition than I expected. We've had it over a month now and no issues with anything.,0.1779,Positive,2023-05-18
743,2,Good but not perfect or flawless,-0.765,Negative,2023-10-12
744,5,"This phone came in, excellent condition, and 99% battery health! I would highly recommend this seller!",0.7951,Positive,2023-04-24
745,2,It has a decent battery life but for exceptional functionality it is very poor quality it came with a cracked screen on the front and a chipped backside and several dented edges,-0.6798,Negative,2023-04-15
746,3,Battery capacity was at 90 percent unlike others who had theirs at 100. Also didn’t. Come with a screen protector like many others.,0.3612,Positive,2023-05-24
747,2,"When I got this phone I was so excited cu I got such a good deal on it but the first day I noticed it kept randomly turning off right after I would charge it I couldn’t go more than 20 mins without having to put it on a portable charger, after a week I couldn’t handle it anymore and bought a battery replacement kit and now the phone is wonderful",0.8425,Positive,2023-06-09
748,4,good product,0.4404,Positive,2023-07-18
749,2,FaceTime doesn't work.,0.0,Neutral,2023-11-03
750,5,"En muy buen estado, totalmente recomendado!",0.0,Neutral,2023-10-07
751,1,Amazon told me I could get apple care on this phone  When Asked Apple. They said  phone was not people unlocked,0.5994,Positive,2023-07-21
752,5,looks good as new 88% oem parts,0.4404,Positive,2023-03-12
753,2,Came with ghost touch,-0.3182,Negative,2023-12-24
754,1,I couldn't connect the iPhone to the company I wanted to had to return it 😫,0.0,Neutral,2023-03-24
755,4,"Refurbished iPhone, mini 13. Arrived with no Sim card drawer.  Company refunded $10 towards a new Sim card drawer.  I bought one on Amazon for seven dollars. Phone works flawlessly and was an excellent condition otherwise.  I think it was a great deal.",0.8442,Positive,2023-05-08
756,1,"I am not at all happy that I decided on the refurbished IPhone 8. I was so happy with my old IPhone 8, that I decided to get the same phone but with more storage. I’m going to just go ahead and keep it because it’s so much trouble to transfer everything over to a new phone. But this refurbished iPhone is not working good. It freezes and glitches all the time. I’m so disappointed. But getting everything set up was exhausting. I don’t want to do it again soon..",-0.9613,Negative,2023-12-02
757,3,Keep getting notifications that the display screen is not a genuine apple part and that it may damage my phone. Not sure what to do about it without spending even more money. Not really worth the entire $300 since it came damaged. Not allowed a refund or partial refund i dont think and id be without a phone if i tried to return it and get a new one and I need a phone at the present moment. Kind of bummed wish this info is shared before buying.,-0.592,Negative,2023-07-15
758,4,"My mini 13 came the next day after ordering so happy. Still learning how to use it but so far so good. Came brand new with charging cord, just no block which kinda stinks. But I’ll need more than one cord anyways. Love the color and how light this phone is, my wrist and pinky don’t hurt anymore! I wish they didn’t discontinue the Mini, I love small phones. It can fit in my pockets and tiny purses now 🤣",0.9506,Positive,2023-08-21
759,5,Excellent quality refurbished phone. Was very pleased with my purchase. Great screen size. Would purchase again.,0.8999,Positive,2023-02-03
760,4,I am happy so far with my new phone. It runs so smooth and fast. Getting used to it.,0.5719,Positive,2023-03-27
761,1,Se pone caliente y la carga solo le dura 1 a 2.horas. lo tuve que devolver,0.0,Neutral,2023-05-24
762,1,"We had just bought this phone back in May, it’s July, so the phone only lasted 2 months and we spent several hundred dollars. We went to Apple to fix it but it was more economical to trade in and buy another one. I have bought certified refurbished iPhones twice before without issue. Extremely disappointed, I would like my money back for a product that wasn’t examined or fixed properly.",0.8075,Positive,2023-11-15
763,3,i tried to put the cricket chip in but it didn’t even fiti tried to transfer the stuff on my phone to the new one manually and it wasn’t even working well too,0.3919,Positive,2023-09-11
764,2,Came on with 20 % battery life. Won’t connect to Apple Watch. But need a phone so can’t do ntn don’t want to return might end up with even worse problems,-0.8047,Negative,2023-11-19
765,3,"This device arrived scratched up and chipped. The devices described in good condition are expected to have visible marks and signs of use, but there is no way this phone can be described as in good condition. This phone is acceptable at best. I was disappointed. I gave the phone to my son because he destroys phones anyway.",0.4019,Positive,2023-01-26
766,1,"A big waste of time, as I swapped out the SIM card on my older iphone and found out the phone doesn't work with my mobile carrier - Spectrum Mobile. I went through several phone calls with Spectrum support and they told me that the phone is ""uncertified.""",-0.0258,Neutral,2023-10-09
767,4,"Almost like a new , you can see some scuffs , battery is at 92% , no complains",-0.3804,Negative,2023-12-22
768,3,The phone was shipped promptly and well packaged. Work well so far. The screen has big scratches highly visible that according to the description of the condition of the phone purchased were not supposed to be there.,0.4939,Positive,2023-04-03
769,4,Works very well. A bit quirky sometimes.,0.3384,Positive,2023-05-05
770,4,Works great overall.  Just a few idiosyncrasies with the touch screen.  It was a slight learning curve.Camera works great.  That was my main reason for getting this replacement phone.,0.8481,Positive,2023-10-17
771,1,"I don’t recommend this product I ordered the iPhone 13 in excellent condition. At first everything seemed to be perfect no cracks and 100% battery health, but when I turned to phone left or right I noticed a purple glare on the screen. I did some research and found out the screen wasn’t real",0.5927,Positive,2023-09-14
772,3,"Battery life not as advertised. So, the item was returned.  Other than that, it seemed nice.",0.4215,Positive,2023-10-29
773,4,"I bought refurbished, excellent condition.  Just got it, has a small but pretty noticeable scratch on the screen right in the middle, with lots of smaller less noticeable scratches. I know its a great phone as i bought one for my mother last Christmas. Hers was also refurbished  and in perfect condition. So this is disappointing about the screen on this one. Would have gotten 5 stars otherwise.",0.9281,Positive,2023-02-11
774,3,La pantalla se queda en pausa algunas veces de allí lo demás funciona bien,0.0,Neutral,2023-08-10
775,2,Started to have some issues after. It freezes. You guys should revise it throughout and double check it before selling it.I’d have returned it if problems arrived within the 30 days period.I’m done with refurbished Amazon stuff.,-0.2732,Negative,2023-05-28
776,5,Was so scared it would come in locked to a specific carrier but it didn’t. Love it!,0.718,Positive,2023-11-12
777,4,"The phone came in a box with some bubble plastic wrapped around inside a small box .The phone it self is wonderful, no scratches or dents . The only thing that made me a bit upset was the battery health , I ordered a phone in EXCELLENT condition and had only 81% of battery health .Anything else is working very good . I would definitely recommend buying the phone again , maybe there is a chance of getting one with more battery % .",0.9324,Positive,2023-03-06
778,5,"Came in looking good as new, no scratches, cracks none of that. I highly recommend",0.5413,Positive,2023-06-06
779,1,Stopped charging a week after I got it and seller refused to take it back.,-0.4767,Negative,2023-12-02
780,1,"Spent 2 hours on the phone with Verizon an hour with Apple, neither could activate the phone. They said that something must be wrong with the phone.",-0.4767,Negative,2023-10-06
781,5,"This is as good as a ‘factory fresh’ new iPhone for significantly less money. The phone has no visible scratches or marring, works as well as a new iPhone, and the battery was 98% usable. Great deal.",0.7845,Positive,2023-08-15
782,2,As soon as I took the phone out the package I noticed the back of tge phone was coming off.,0.0,Neutral,2023-05-11
783,1,The camera takes blurry pictures,-0.1027,Negative,2023-02-28
784,4,I’ve had the phone for about 8 months and I love it but it came with a screen protector on it and I just had to replace it just to find out instead of having a nice scratch free screen they used some kind of putty on the screen and put a protector on it to cover about 7 deep scratches on the top right corner.  Kinda bummed that I now have a scratched looking phone.. but other than that one cosmetic thing the phone is perfect in every other way!,0.9601,Positive,2023-12-07
785,1,"I can only talk on the phone using my AirPods, neither speaker works properly.",0.0,Neutral,2023-07-28
786,4,They sent the right product and l like the colour.,0.3612,Positive,2023-03-30
787,2,Started to have some issues after. It freezes. You guys should revise it throughout and double check it before selling it.I’d have returned it if problems arrived within the 30 days period.I’m done with refurbished Amazon stuff.,-0.2732,Negative,2023-03-01
788,5,Hasta ahora no ha dado problemas,0.0516,Positive,2023-06-23
789,2,"Loved the quick delivery. However, the battery life is not impressing me - 87% and it's draining fast + overheating phone when I'm using the camera. Proper regretting this purchase",-0.1655,Negative,2023-04-07
790,1,Do not buy these phones,0.0,Neutral,2023-01-15
791,4,"Phone looked great however it would not charge no matter what I did. Purchased it in ""acceptable condition"" for under $200. Seller contacted me and tried hard to make things right. Based on sellers efforts to remedy the problem I would use this seller again.",0.6266,Positive,2023-09-12
792,1,"Couldn't. Otherwise get this activated, the device was reported stolen/lost. Waiting of seller to provide an update....",0.0,Neutral,2023-05-08
793,5,I just got this phone due to my Samsung S20 Ultra after a few years starting having green screen issues. This phone has been a great affordable replacement and I received it fast. I transferred all my info from my old phone to this one with no issues,0.4404,Positive,2023-05-19
794,3,"I was happy to finally receive this phone, since I love the white and gold on it. But was disappointed when I saw that on the old part on the top of the phone had some dent and scratches. On your web site it said, it was in excellent condition, so I was very disappointed to see all these dents and scratches on it. I understand it’s a fixed up phone, but you say it’s in excellent condition , if it had all these on it. Why not explain in detail , that it has these defects on it. I also understand it’s not a new phone, but if we want a happy customer we should let them now everything about the product good and bad . It’s our choice to buy even if it’s damaged a bit, but we now ahead of time. Here I was blind sided , just saying. Please discribe the product with the good and the bad of a product. It’s up to us to buy, as is . Just saying, I’m keeping it because I like the white and gold on it. I will just have to get a cover for it, first time I was disappointed on Amazon. All I ask is a better discretion of the product.",0.8248,Positive,2023-07-31
795,4,"The I*Phone 11 I purchased is fully functioning with 256 GB of memory. I paid for the ""Excellent"" refurbished phone which was advertised not to have any scratches/ marks visible within 12"". The phone I recevied had a deep, easily visible 3/4"" scratch on the top of the case. A fingernail easily caught in the scratch. The remainder of the phone and especially the cameras and screen were perfect.The battery health was advertised as 80% or better so I was hoping for better. Unfortunately it arrived at 80% battery health and after the first day's use and full charge, the battery health dropped to 79%.A phone case and glass screen protector were included with the phone which was a nice surprise. It is good for initial use but I already had a much better case to protect this investment.I paid up for an ""Excellent"" refurb phone and next time I would only pay for a ""Good"" quality. I hope the battery health holds up since I paid up for the 256 GB of internal memory and wanted to use this phone for a couple of years.",0.9635,Positive,2023-12-22
796,3,It’s decent the edges are a little scratched up and the battery isn’t the best but it’s good for the price!,0.7745,Positive,2023-09-21
797,3,Battery capacity was at 90 percent unlike others who had theirs at 100. Also didn’t. Come with a screen protector like many others.,0.3612,Positive,2023-10-22
798,5,The best phone I got from here I have no problem with it,0.0772,Positive,2023-04-04
799,3,I received the phone advertised as an Excellent refurbished phone from T-Mobile 3 days later than initially told. The phone was unable to be unlocked by T-Mobile even though it was advertised as a T-Mobile phone. T-mobile said it was still locked by the original phone server. Customer service said they sent notification to Synergy (company where product came from). It's been 5 days and no contact. Th phone itself was as advertised and was Excellent condition refurbished with 100% battery life but the hassle is not worth it. Better of waiting for a Verizon or equivalent special advertised for a free phone.,0.8244,Positive,2023-12-26
800,1,Speaker doesn’t work,0.0,Neutral,2023-07-19
801,3,I bought this iPhone as a present for my girlfriend and I needed it to be unlocked and now the sim card doesn't work and it says it needs to be unlocked by the carrier which is AT&T. Why would anyone list a phone as unlocked when it clearly isn't. Apart from that the phone was perfect,0.7506,Positive,2023-06-23
802,2,It was a good phone at first. With in 6 months it kept shutting off and on and now can not be restored. Not Worth the money buying it,0.0511,Positive,2023-05-15
803,3,"We purchased two of these for our kids, hoping they wouldn’t know they were refurbished. However, it was very obvious and they looked pretty rough. Had to return them. This will probably be good to use for someone that didn’t really care or want it to seem newish at all.",0.9179,Positive,2023-02-20
804,5,"El teléfono como nuevo, loa accesorios son genéricos pero la condición del teléfono es excelente",0.0,Neutral,2023-05-28
805,5,I truly don't understand why there's so many negative reviews. It CLEARLY states this phone is locked with cricket. Maybe some people can't read...idk. But if you don't like it..KEEP IT MOVING!!! There are many other phones/iPhones Amazon is selling! Anyways...dont let all these negative reviews fool you. This phone is absolutely wonderful and it was super easy to set up the cricket service! And it's only $55 a month UNLIMITED! I hope this will help out someone who is on the fence!,0.9433,Positive,2023-12-22
806,3,The phone won’t move past the select your country screen…Edit. After having to hook up to a computer and unlock the phone myself I was able to get into it. It was a 3 hour process. Can’t give a great review due to this.,0.6249,Positive,2023-04-15
807,3,Product was called out as excellent but had scuff marks on the edge on front and back.,0.3291,Positive,2023-02-24
808,1,"I bought the phone as a gift. It worked for about 5 days then would not turn on or charge!Returned it and Bayside Trading charged a 50% restocking fee because it would not work!Amazon is working on a refund. But I DO NOT recommend buying ""renwed"" products. Here is Bayside Trading answer.Hi [e-mail address removed] ,It looks like you were charged a 50% restocking fee for this return because the phone was returned back to us inoperable. It would not turn on or charge at all. Since we did not ship the device with this issue, we are entitled to charge a 50% restocking fee for the repair costs.Kind regards,Bayshine Trading Inc",0.4886,Positive,2023-06-13
809,4,"Other than having to hold the screen down to operate certain features, the phone is okay",0.4588,Positive,2023-04-27
810,1,"The phone was in great working condition except that it could not connect to the network. After inserting my existing SIM card into the phone, Verizon automatically suspended my network because the phone that I received had been previously reported stolen/lost. I had to work with Verizon’s fraud department for hours just to get my account unsuspended so that I could restore service back to my old phone. They told me to return this new phone because any carrier would also suspend service. It took 7 hours just to get service working on my old phone again. This seller should have checked whether the phone was reported stolen/lost before selling it.",-0.3892,Negative,2023-11-06
811,5,Great phone. Lots of memory. Works great,0.8481,Positive,2023-12-13
812,2,"Nice phone, but the ear speaker stopped working 3 months after we bought it. Now my daughter has to have the phone one speaker to be able to talk to  anyone. Won't buy from this seller again.",-0.1154,Negative,2023-01-03
813,4,Everything was good as expected.,0.4404,Positive,2023-11-03
814,3,La cámara presenta una mancha no se ve bien,-0.296,Negative,2023-06-27
815,3,"El celular estaba como nuevo, pero no vino desbloqueado por lo que lo tuve que devolver. Entre las 5 estrellas que le daría al celu y 0 que le daría al vendedor, quedamos en 3 estrellas",-0.296,Negative,2023-03-06
816,2,"i got my phone 4 days late, came with no cracks no scratches worked perfectly, but wouldn’t let me set my sim card up so i had to call at&t and come to find out the phone has been reported stolen and blacklisted, so it can not be used without wifi connection (cant put data or minutes on it) pretty upsetting because i was very excited for this phone",-0.0543,Negative,2023-08-14
817,3,The charger not working bought a charger,0.0,Neutral,2023-04-02
818,1,"The phone that I received could not be activated by Verizon because it had been reported stolen.  I found this out after downloading all of my other phone onto it. I then had to unload it to switch back to my old phone and go through the hassle of returning it and finding another phone.  Needless to say, I was sad.",-0.743,Negative,2023-01-31
819,2,I bought one and it worked well except the viewing area was tinted green.  I sent it back and aske for a replacement....  no problems at all.  Except the replacement is also green screened.  I'm not sure what to do now.,-0.5806,Negative,2023-05-13
820,2,"I bought this phone renewed and in excellent condition, or so I thought. It wasn’t supposed to have any cosmetic damage, such as scratches or dents and it clearly has a dent. Didn’t even set up phone. Returning and just purchasing a new one instead.",0.4939,Positive,2023-01-12
821,5,It has minimal scratch but it okay. I love it. I did not the charger because I have mine. Overall it was excellent.,0.9349,Positive,2023-12-23
822,5,Love it and easy to set up. Transferred everything in minutes.,0.7964,Positive,2023-12-15
823,3,It’s nice but glitches sometimes,0.2263,Positive,2023-03-04
824,3,"I liked everything about it, but I was given the wrong color, I was supposed to get pink but I gotten white instead.",-0.5023,Negative,2023-01-22
825,4,Excelente equipo,0.0,Neutral,2023-06-28
826,5,New ones are 1000 dollars and don't do much more than this one plus micro SD makes this phone a keeper,0.0,Neutral,2023-11-06
827,3,"It was a good phone for the most part. It picked up signal well and the battery lasted a fairly long while. But after about a month of having the phone, I changed to a new carrier. As soon as I turned the phone on I received an error code and message stating the sim card was not from a compatible carrier. After clicking on the learn more link and talking with T-Mobile I learned that someone still has an active lease on the phone. The seller's response was to send me a return sticker.",0.3612,Positive,2023-11-18
828,3,its not excellent condition,-0.4585,Negative,2023-07-30
829,3,Battery will have to be replaced soon.,0.0,Neutral,2023-03-28
830,4,1. no issues so far. phone came in pretty good condition.2. i cannot really rate the battery life as i have had bad experience in the past with refurbished phone - battery life seems great then just died shortly after so ...3. but overall i am happy with this,0.7579,Positive,2023-11-26
831,4,"""Near-new"" looking. Screen protector was already installed, which was a nice bonus. Just all-around fine. Who-the-heck needs a new device?",0.7964,Positive,2023-10-28
832,4,"I liked the timeframe in which my iPhone arrived, and its spectacular in design, the durability and over looks and performance.",0.4215,Positive,2023-02-27
833,5,Using it right now for this review! Works as expected!,0.0,Neutral,2023-10-01
834,3,La cámara presenta una mancha no se ve bien,-0.296,Negative,2023-12-12
835,4,overall a good price for a iphone 8,0.4404,Positive,2023-03-14
836,5,excellent as was posted,0.5719,Positive,2023-07-09
837,2,"This would have been a great review had it not turned off randomly and never turned back on again. I am not blaming amazon or the company it came from, I simply am angry at the fact that all of my data on that phone is now gone. I luckily still have my old phone but believe me when I say that this was a heart wrenching experience that no one should go through. Apparently the brain stopped receiving power randomly and Apple couldn't do anything about it (shocker) so this was a huge bummer. Apple wtf man. I know yall want us to get your new precious phones every year but this isn't the way to go at all.",-0.2022,Negative,2023-03-01
838,4,No issues yet,-0.296,Negative,2023-02-05
839,3,I received the phone advertised as an Excellent refurbished phone from T-Mobile 3 days later than initially told. The phone was unable to be unlocked by T-Mobile even though it was advertised as a T-Mobile phone. T-mobile said it was still locked by the original phone server. Customer service said they sent notification to Synergy (company where product came from). It's been 5 days and no contact. Th phone itself was as advertised and was Excellent condition refurbished with 100% battery life but the hassle is not worth it. Better of waiting for a Verizon or equivalent special advertised for a free phone.,0.8244,Positive,2023-02-01
840,5,This is just what we needed for my son. Phone works great so far. Looks brand new! Thank you,0.784,Positive,2023-01-29
841,3,"this is supposed to be ""renewed"" then why does the battery only have 98%. Misleading ad beware.",-0.4019,Negative,2023-04-13
842,1,Product came with visible scratches on both ends.,0.0,Neutral,2023-01-05
843,4,"I like it for the most part.The battery life is not long-lasting enough.The phone OVER-HEATS with Charging. It worries me, ""Is this phone one of the ones that burst into fire when charging?"" God I hope not! So I unplug as soon as fully charged.",0.1278,Positive,2023-10-19
844,4,It was affordable and does any thing I need. Much cheaper  to use,0.0,Neutral,2023-04-16
845,2,Good but not perfect or flawless,-0.765,Negative,2023-03-13
846,1,"I was sold a defective product; I’ve attached photos of the actual device to show the current physical condition of the phone. You can see there is no physical damage or water damage (as indicated by no red line in the sim tray).The device randomly stopped turning on and after going through steps to troubleshoot the problem, I decided to take it to Apple to diagnose the problem. Turns out the motherboard/logic board was faulty and died.Seller refused to make good because by the time I came to them after trying several different steps the warranty expired 11 days prior.Apple is charging me $300 to fix this and other shops that fix apple products have made it clear that they can’t fix motherboards/logic boards.Tread very carefully with seller.",-0.9372,Negative,2023-02-21
847,2,This phone has a lot of very visible high scratch marks. I really want to return it but it is a gift and I don't have enough time to return it and buy a new one. Bettary health is 82%.,0.6306,Positive,2023-10-14
848,1,"Right after return window closed the phone was reported lost or stolen now locked out and lost several hundred $$$ to a scam. Very shady, be careful!",-0.8729,Negative,2023-11-14
849,3,Love the phone hate the battery life. Tried many batter cases and they do not keep the connection so I have to charge it a few times a day instead and sent battery cases back,0.128,Positive,2023-02-03
850,1,"The appearance of the phone itself is wonderful, you can tell it’s used but nothing major at all. When the phone came in it wasn’t factory reset, so it had texts, pictures, and previous phone calls on it. Today was the first day of use and the phone just keeps randomly turning off and restarting itself, over and over again. Not happy when I spent $420!",-0.4477,Negative,2023-12-28
851,4,Camera lens look really bad I really don't like that,-0.7336,Negative,2023-02-10
852,5,I had an iPhone 7 for a while. I don’t have band to spend on a iPhone so I tried this and I don’t regrets it one bit 🔥 highly recommend if you’re on a budget,0.0754,Positive,2023-07-01
853,2,Had a generic screen installed when received. The screen goes crazy at random times. You can’t touch anything for a couple minutes. Says the display isn’t Apple certified. Also keeps turning on voice assist for vision impaired.,-0.1027,Negative,2023-02-18
854,2,"BE WARNED if you're going to purchase this phone - other reviews state they've gotten phones with 86% and 84% battery life but you absolutely can and will be given something that needs replaced a lot sooner than that.Despite the refurbished policy saying delivered phones will always be above 80% battery life, mine is at 79% battery life and is saying it needs to be replaced. I need this phone for work and can't just go through the return process, so now I am going to have to find a way to pay 90$!!!! to replace the battery myself. On top of that, there are minor scuffs all along the screen. They're mostly unnoticeable but once you've seen them, they're there forever. A screen replacement is 199$, which is just about the price I paid for this phone in the first place.EXTREMELY unhappy with the product delivered and if it wasn't for the fact that I needed this phone ASAP, I'd be returning it immediately. Disappointed that this is what passes for Amazon Refurbished ""Excellent"" Condition.",-0.8513,Negative,2023-12-29
855,5,"Todo lo ofrecido está incluido en este celular, está impecable, excelente compra",0.0,Neutral,2023-10-04
